date,home_team,home_score,away_score,away_team,neutral,tournament_name,tournament_year
2016-03-24,Qatar,2,0,Hong Kong,False,FIFA World Cup qualification,2016
2016-03-24,Saudi Arabia,2,0,Malaysia,False,FIFA World Cup qualification,2016
2016-03-24,Syria,6,0,Cambodia,True,FIFA World Cup qualification,2016
2016-03-24,United Arab Emirates,2,0,Palestine,False,FIFA World Cup qualification,2016
2016-03-24,Uzbekistan,1,0,Philippines,False,FIFA World Cup qualification,2016
2016-03-24,Vietnam,4,1,Taiwan,False,FIFA World Cup qualification,2016
2016-03-25,Brazil,2,2,Uruguay,False,FIFA World Cup qualification,2016
2016-03-25,Canada,0,3,Mexico,False,FIFA World Cup qualification,2016
2016-03-25,El Salvador,2,2,Honduras,False,FIFA World Cup qualification,2016
2016-03-25,Guatemala,2,0,United States,False,FIFA World Cup qualification,2016
2016-03-25,Haiti,0,0,Panama,False,FIFA World Cup qualification,2016
2016-03-25,Jamaica,1,1,Costa Rica,False,FIFA World Cup qualification,2016
2016-03-25,Saint Vincent and the Grenadines,2,3,Trinidad and Tobago,False,FIFA World Cup qualification,2016
2016-03-29,Afghanistan,2,1,Singapore,True,FIFA World Cup qualification,2016
2016-03-29,Argentina,2,0,Bolivia,False,FIFA World Cup qualification,2016
2016-03-29,Australia,5,1,Jordan,False,FIFA World Cup qualification,2016
2016-03-29,China PR,2,0,Qatar,False,FIFA World Cup qualification,2016
2016-03-29,Colombia,3,1,Ecuador,False,FIFA World Cup qualification,2016
2016-03-29,Costa Rica,3,0,Jamaica,False,FIFA World Cup qualification,2016
2016-03-29,Honduras,2,0,El Salvador,False,FIFA World Cup qualification,2016
2016-03-29,India,1,2,Turkmenistan,False,FIFA World Cup qualification,2016
2016-03-29,Iran,2,0,Oman,False,FIFA World Cup qualification,2016
2016-03-29,Iraq,1,0,Vietnam,True,FIFA World Cup qualification,2016
2016-03-29,Japan,5,0,Syria,False,FIFA World Cup qualification,2016
2016-03-29,Lebanon,1,1,Myanmar,False,FIFA World Cup qualification,2016
2016-03-29,Maldives,4,2,Bhutan,False,FIFA World Cup qualification,2016
2016-03-29,Mexico,2,0,Canada,False,FIFA World Cup qualification,2016
2016-03-29,Palestine,7,0,Timor-Leste,False,FIFA World Cup qualification,2016
2016-03-29,Panama,1,0,Haiti,False,FIFA World Cup qualification,2016
2016-03-29,Paraguay,2,2,Brazil,False,FIFA World Cup qualification,2016
2016-03-29,Philippines,3,2,North Korea,False,FIFA World Cup qualification,2016
2016-03-29,Tajikistan,0,1,Kyrgyzstan,False,FIFA World Cup qualification,2016
2016-03-29,United Arab Emirates,1,1,Saudi Arabia,False,FIFA World Cup qualification,2016
2016-03-29,Uruguay,1,0,Peru,False,FIFA World Cup qualification,2016
2016-03-29,United States,4,0,Guatemala,False,FIFA World Cup qualification,2016
2016-03-29,Uzbekistan,1,0,Bahrain,False,FIFA World Cup qualification,2016
2016-03-29,Venezuela,1,4,Chile,False,FIFA World Cup qualification,2016
2016-03-29,Trinidad and Tobago,6,0,Saint Vincent and the Grenadines,False,FIFA World Cup qualification,2016
2016-09-01,Argentina,1,0,Uruguay,False,FIFA World Cup qualification,2016
2016-09-01,Australia,2,0,Iraq,False,FIFA World Cup qualification,2016
2016-09-01,Bolivia,0,3,Peru,False,FIFA World Cup qualification,2016
2016-09-01,Colombia,2,0,Venezuela,False,FIFA World Cup qualification,2016
2016-09-01,Ecuador,0,3,Brazil,False,FIFA World Cup qualification,2016
2016-09-01,Iran,2,0,Qatar,False,FIFA World Cup qualification,2016
2016-09-01,Japan,1,2,United Arab Emirates,False,FIFA World Cup qualification,2016
2016-09-01,South Korea,3,2,China PR,False,FIFA World Cup qualification,2016
2016-09-01,Paraguay,2,1,Chile,False,FIFA World Cup qualification,2016
2016-09-01,Saudi Arabia,1,0,Thailand,False,FIFA World Cup qualification,2016
2016-09-01,Uzbekistan,1,0,Syria,False,FIFA World Cup qualification,2016
2016-09-02,El Salvador,1,3,Mexico,False,FIFA World Cup qualification,2016
2016-09-02,Haiti,0,1,Costa Rica,False,FIFA World Cup qualification,2016
2016-09-02,Honduras,2,1,Canada,False,FIFA World Cup qualification,2016
2016-09-02,Panama,2,0,Jamaica,False,FIFA World Cup qualification,2016
2016-09-02,Saint Vincent and the Grenadines,0,6,United States,False,FIFA World Cup qualification,2016
2016-09-02,Trinidad and Tobago,2,2,Guatemala,False,FIFA World Cup qualification,2016
2016-09-04,Czech Republic,0,0,Northern Ireland,False,FIFA World Cup qualification,2016
2016-09-04,Denmark,1,0,Armenia,False,FIFA World Cup qualification,2016
2016-09-04,Kazakhstan,2,2,Poland,False,FIFA World Cup qualification,2016
2016-09-04,Lithuania,2,2,Slovenia,False,FIFA World Cup qualification,2016
2016-09-04,Malta,1,5,Scotland,False,FIFA World Cup qualification,2016
2016-09-04,Norway,0,3,Germany,False,FIFA World Cup qualification,2016
2016-09-04,Romania,1,1,Montenegro,False,FIFA World Cup qualification,2016
2016-09-04,San Marino,0,1,Azerbaijan,False,FIFA World Cup qualification,2016
2016-09-04,Slovakia,0,1,England,False,FIFA World Cup qualification,2016
2016-09-05,Albania,2,1,North Macedonia,False,FIFA World Cup qualification,2016
2016-09-05,Croatia,1,1,Turkey,False,FIFA World Cup qualification,2016
2016-09-05,Finland,1,1,Kosovo,False,FIFA World Cup qualification,2016
2016-09-05,Georgia,1,2,Austria,False,FIFA World Cup qualification,2016
2016-09-05,Israel,1,3,Italy,False,FIFA World Cup qualification,2016
2016-09-05,Serbia,2,2,Republic of Ireland,False,FIFA World Cup qualification,2016
2016-09-05,Spain,8,0,Liechtenstein,False,FIFA World Cup qualification,2016
2016-09-05,Ukraine,1,1,Iceland,False,FIFA World Cup qualification,2016
2016-09-05,Wales,4,0,Moldova,False,FIFA World Cup qualification,2016
2016-09-06,Andorra,0,1,Latvia,False,FIFA World Cup qualification,2016
2016-09-06,Belarus,0,0,France,False,FIFA World Cup qualification,2016
2016-09-06,Bosnia and Herzegovina,5,0,Estonia,False,FIFA World Cup qualification,2016
2016-09-06,Brazil,2,1,Colombia,False,FIFA World Cup qualification,2016
2016-09-06,Bulgaria,4,3,Luxembourg,False,FIFA World Cup qualification,2016
2016-09-06,Canada,3,1,El Salvador,False,FIFA World Cup qualification,2016
2016-09-06,Chile,3,0,Bolivia,False,FIFA World Cup qualification,2016
2016-09-06,China PR,0,0,Iran,False,FIFA World Cup qualification,2016
2016-09-06,Costa Rica,3,1,Panama,False,FIFA World Cup qualification,2016
2016-09-06,Cyprus,0,3,Belgium,False,FIFA World Cup qualification,2016
2016-09-06,Faroe Islands,0,0,Hungary,False,FIFA World Cup qualification,2016
2016-09-06,Gibraltar,1,4,Greece,True,FIFA World Cup qualification,2016
2016-09-06,Iraq,1,2,Saudi Arabia,True,FIFA World Cup qualification,2016
2016-09-06,Jamaica,0,2,Haiti,False,FIFA World Cup qualification,2016
2016-09-06,Mexico,0,0,Honduras,False,FIFA World Cup qualification,2016
2016-09-06,Peru,2,1,Ecuador,False,FIFA World Cup qualification,2016
2016-09-06,Qatar,0,1,Uzbekistan,False,FIFA World Cup qualification,2016
2016-09-06,Sweden,1,1,Netherlands,False,FIFA World Cup qualification,2016
2016-09-06,Switzerland,2,0,Portugal,False,FIFA World Cup qualification,2016
2016-09-06,Syria,0,0,South Korea,True,FIFA World Cup qualification,2016
2016-09-06,Thailand,0,2,Japan,False,FIFA World Cup qualification,2016
2016-09-06,United Arab Emirates,0,1,Australia,False,FIFA World Cup qualification,2016
2016-09-06,Uruguay,4,0,Paraguay,False,FIFA World Cup qualification,2016
2016-09-06,United States,4,0,Trinidad and Tobago,False,FIFA World Cup qualification,2016
2016-09-06,Venezuela,2,2,Argentina,False,FIFA World Cup qualification,2016
2016-09-06,Guatemala,9,3,Saint Vincent and the Grenadines,False,FIFA World Cup qualification,2016
2016-10-06,Austria,2,2,Wales,False,FIFA World Cup qualification,2016
2016-10-06,Brazil,5,0,Bolivia,False,FIFA World Cup qualification,2016
2016-10-06,China PR,0,1,Syria,False,FIFA World Cup qualification,2016
2016-10-06,Ecuador,3,0,Chile,False,FIFA World Cup qualification,2016
2016-10-06,Iceland,3,2,Finland,False,FIFA World Cup qualification,2016
2016-10-06,Republic of Ireland,1,0,Georgia,False,FIFA World Cup qualification,2016
2016-10-06,Italy,1,1,Spain,False,FIFA World Cup qualification,2016
2016-10-06,Japan,2,1,Iraq,False,FIFA World Cup qualification,2016
2016-10-06,South Korea,3,2,Qatar,False,FIFA World Cup qualification,2016
2016-10-06,Kosovo,0,6,Croatia,True,FIFA World Cup qualification,2016
2016-10-06,Liechtenstein,0,2,Albania,False,FIFA World Cup qualification,2016
2016-10-06,North Macedonia,1,2,Israel,False,FIFA World Cup qualification,2016
2016-10-06,Moldova,0,3,Serbia,False,FIFA World Cup qualification,2016
2016-10-06,Paraguay,0,1,Colombia,False,FIFA World Cup qualification,2016
2016-10-06,Peru,2,2,Argentina,False,FIFA World Cup qualification,2016
2016-10-06,Saudi Arabia,2,2,Australia,False,FIFA World Cup qualification,2016
2016-10-06,Turkey,2,2,Ukraine,False,FIFA World Cup qualification,2016
2016-10-06,United Arab Emirates,3,1,Thailand,False,FIFA World Cup qualification,2016
2016-10-06,Uruguay,3,0,Venezuela,False,FIFA World Cup qualification,2016
2016-10-06,Uzbekistan,0,1,Iran,False,FIFA World Cup qualification,2016
2016-10-07,Belgium,4,0,Bosnia and Herzegovina,False,FIFA World Cup qualification,2016
2016-10-07,Estonia,4,0,Gibraltar,False,FIFA World Cup qualification,2016
2016-10-07,France,4,1,Bulgaria,False,FIFA World Cup qualification,2016
2016-10-07,Ghana,0,0,Uganda,False,FIFA World Cup qualification,2016
2016-10-07,Greece,2,0,Cyprus,False,FIFA World Cup qualification,2016
2016-10-07,Hungary,2,3,Switzerland,False,FIFA World Cup qualification,2016
2016-10-07,Latvia,0,2,Faroe Islands,False,FIFA World Cup qualification,2016
2016-10-07,Luxembourg,0,1,Sweden,False,FIFA World Cup qualification,2016
2016-10-07,Netherlands,4,1,Belarus,False,FIFA World Cup qualification,2016
2016-10-07,Portugal,6,0,Andorra,False,FIFA World Cup qualification,2016
2016-10-08,Armenia,0,5,Romania,False,FIFA World Cup qualification,2016
2016-10-08,Azerbaijan,1,0,Norway,False,FIFA World Cup qualification,2016
2016-10-08,Burkina Faso,1,1,South Africa,False,FIFA World Cup qualification,2016
2016-10-08,DR Congo,4,0,Libya,False,FIFA World Cup qualification,2016
2016-10-08,England,2,0,Malta,False,FIFA World Cup qualification,2016
2016-10-08,Gabon,0,0,Morocco,False,FIFA World Cup qualification,2016
2016-10-08,Germany,3,0,Czech Republic,False,FIFA World Cup qualification,2016
2016-10-08,Ivory Coast,3,1,Mali,False,FIFA World Cup qualification,2016
2016-10-08,Montenegro,5,0,Kazakhstan,False,FIFA World Cup qualification,2016
2016-10-08,Northern Ireland,4,0,San Marino,False,FIFA World Cup qualification,2016
2016-10-08,Poland,3,2,Denmark,False,FIFA World Cup qualification,2016
2016-10-08,Scotland,1,1,Lithuania,False,FIFA World Cup qualification,2016
2016-10-08,Senegal,2,0,Cape Verde,False,FIFA World Cup qualification,2016
2016-10-08,Slovenia,1,0,Slovakia,False,FIFA World Cup qualification,2016
2016-10-09,Albania,0,2,Spain,False,FIFA World Cup qualification,2016
2016-10-09,Algeria,1,1,Cameroon,False,FIFA World Cup qualification,2016
2016-10-09,Congo,1,2,Egypt,False,FIFA World Cup qualification,2016
2016-10-09,Finland,0,1,Croatia,False,FIFA World Cup qualification,2016
2016-10-09,Iceland,2,0,Turkey,False,FIFA World Cup qualification,2016
2016-10-09,Israel,2,1,Liechtenstein,False,FIFA World Cup qualification,2016
2016-10-09,North Macedonia,2,3,Italy,False,FIFA World Cup qualification,2016
2016-10-09,Moldova,1,3,Republic of Ireland,False,FIFA World Cup qualification,2016
2016-10-09,Serbia,3,2,Austria,False,FIFA World Cup qualification,2016
2016-10-09,Tunisia,2,0,Guinea,False,FIFA World Cup qualification,2016
2016-10-09,Ukraine,3,0,Kosovo,True,FIFA World Cup qualification,2016
2016-10-09,Wales,1,1,Georgia,False,FIFA World Cup qualification,2016
2016-10-09,Zambia,1,2,Nigeria,False,FIFA World Cup qualification,2016
2016-10-10,Andorra,1,2,Switzerland,False,FIFA World Cup qualification,2016
2016-10-10,Belarus,1,1,Luxembourg,False,FIFA World Cup qualification,2016
2016-10-10,Bosnia and Herzegovina,2,0,Cyprus,False,FIFA World Cup qualification,2016
2016-10-10,Estonia,0,2,Greece,False,FIFA World Cup qualification,2016
2016-10-10,Faroe Islands,0,6,Portugal,False,FIFA World Cup qualification,2016
2016-10-10,Gibraltar,0,6,Belgium,True,FIFA World Cup qualification,2016
2016-10-10,Latvia,0,2,Hungary,False,FIFA World Cup qualification,2016
2016-10-10,Netherlands,0,1,France,False,FIFA World Cup qualification,2016
2016-10-10,Sweden,3,0,Bulgaria,False,FIFA World Cup qualification,2016
2016-10-11,Argentina,0,1,Paraguay,False,FIFA World Cup qualification,2016
2016-10-11,Australia,1,1,Japan,False,FIFA World Cup qualification,2016
2016-10-11,Bolivia,2,2,Ecuador,False,FIFA World Cup qualification,2016
2016-10-11,Chile,2,1,Peru,False,FIFA World Cup qualification,2016
2016-10-11,Colombia,2,2,Uruguay,False,FIFA World Cup qualification,2016
2016-10-11,Czech Republic,0,0,Azerbaijan,False,FIFA World Cup qualification,2016
2016-10-11,Denmark,0,1,Montenegro,False,FIFA World Cup qualification,2016
2016-10-11,Germany,2,0,Northern Ireland,False,FIFA World Cup qualification,2016
2016-10-11,Iran,1,0,South Korea,False,FIFA World Cup qualification,2016
2016-10-11,Iraq,4,0,Thailand,True,FIFA World Cup qualification,2016
2016-10-11,Kazakhstan,0,0,Romania,False,FIFA World Cup qualification,2016
2016-10-11,Lithuania,2,0,Malta,False,FIFA World Cup qualification,2016
2016-10-11,Norway,4,1,San Marino,False,FIFA World Cup qualification,2016
2016-10-11,Poland,2,1,Armenia,False,FIFA World Cup qualification,2016
2016-10-11,Qatar,1,0,Syria,False,FIFA World Cup qualification,2016
2016-10-11,Saudi Arabia,3,0,United Arab Emirates,False,FIFA World Cup qualification,2016
2016-10-11,Slovakia,3,0,Scotland,False,FIFA World Cup qualification,2016
2016-10-11,Slovenia,0,0,England,False,FIFA World Cup qualification,2016
2016-10-11,Uzbekistan,2,0,China PR,False,FIFA World Cup qualification,2016
2016-10-11,Venezuela,0,2,Brazil,False,FIFA World Cup qualification,2016
2016-11-07,Tahiti,3,0,Solomon Islands,True,FIFA World Cup qualification,2016
2016-11-10,Brazil,3,0,Argentina,False,FIFA World Cup qualification,2016
2016-11-10,Colombia,0,0,Chile,False,FIFA World Cup qualification,2016
2016-11-10,Paraguay,1,4,Peru,False,FIFA World Cup qualification,2016
2016-11-10,Uruguay,2,1,Ecuador,False,FIFA World Cup qualification,2016
2016-11-10,Venezuela,5,0,Bolivia,False,FIFA World Cup qualification,2016
2016-11-11,Armenia,3,2,Montenegro,False,FIFA World Cup qualification,2016
2016-11-11,Czech Republic,2,1,Norway,False,FIFA World Cup qualification,2016
2016-11-11,Denmark,4,1,Kazakhstan,False,FIFA World Cup qualification,2016
2016-11-11,England,3,0,Scotland,False,FIFA World Cup qualification,2016
2016-11-11,France,2,1,Sweden,False,FIFA World Cup qualification,2016
2016-11-11,Honduras,0,1,Panama,False,FIFA World Cup qualification,2016
2016-11-11,Libya,0,1,Tunisia,True,FIFA World Cup qualification,2016
2016-11-11,Malta,0,1,Slovenia,False,FIFA World Cup qualification,2016
2016-11-11,Northern Ireland,4,0,Azerbaijan,False,FIFA World Cup qualification,2016
2016-11-11,Romania,0,3,Poland,False,FIFA World Cup qualification,2016
2016-11-11,San Marino,0,8,Germany,False,FIFA World Cup qualification,2016
2016-11-11,Slovakia,4,0,Lithuania,False,FIFA World Cup qualification,2016
2016-11-11,Trinidad and Tobago,0,2,Costa Rica,False,FIFA World Cup qualification,2016
2016-11-11,United States,1,2,Mexico,False,FIFA World Cup qualification,2016
2016-11-12,Albania,0,3,Israel,False,FIFA World Cup qualification,2016
2016-11-12,Austria,0,1,Republic of Ireland,False,FIFA World Cup qualification,2016
2016-11-12,Cameroon,1,1,Zambia,False,FIFA World Cup qualification,2016
2016-11-12,Cape Verde,0,2,Burkina Faso,False,FIFA World Cup qualification,2016
2016-11-12,Croatia,2,0,Iceland,False,FIFA World Cup qualification,2016
2016-11-12,Georgia,1,1,Moldova,False,FIFA World Cup qualification,2016
2016-11-12,Liechtenstein,0,4,Italy,False,FIFA World Cup qualification,2016
2016-11-12,Mali,0,0,Gabon,False,FIFA World Cup qualification,2016
2016-11-12,Morocco,0,0,Ivory Coast,False,FIFA World Cup qualification,2016
2016-11-12,New Zealand,2,0,New Caledonia,False,FIFA World Cup qualification,2016
2016-11-12,Nigeria,3,1,Algeria,False,FIFA World Cup qualification,2016
2016-11-12,Spain,4,0,North Macedonia,False,FIFA World Cup qualification,2016
2016-11-12,Turkey,2,0,Kosovo,False,FIFA World Cup qualification,2016
2016-11-12,Uganda,1,0,Congo,False,FIFA World Cup qualification,2016
2016-11-12,Ukraine,1,0,Finland,False,FIFA World Cup qualification,2016
2016-11-12,Wales,1,1,Serbia,False,FIFA World Cup qualification,2016
2016-11-13,Belgium,8,1,Estonia,False,FIFA World Cup qualification,2016
2016-11-13,Bulgaria,1,0,Belarus,False,FIFA World Cup qualification,2016
2016-11-13,Cyprus,3,1,Gibraltar,False,FIFA World Cup qualification,2016
2016-11-13,Egypt,2,0,Ghana,False,FIFA World Cup qualification,2016
2016-11-13,Greece,1,1,Bosnia and Herzegovina,False,FIFA World Cup qualification,2016
2016-11-13,Guinea,1,2,DR Congo,False,FIFA World Cup qualification,2016
2016-11-13,Hungary,4,0,Andorra,False,FIFA World Cup qualification,2016
2016-11-13,Luxembourg,1,3,Netherlands,False,FIFA World Cup qualification,2016
2016-11-13,Portugal,4,1,Latvia,False,FIFA World Cup qualification,2016
2016-11-13,Solomon Islands,1,0,Tahiti,False,FIFA World Cup qualification,2016
2016-11-13,Switzerland,2,0,Faroe Islands,False,FIFA World Cup qualification,2016
2016-11-15,Argentina,3,0,Colombia,False,FIFA World Cup qualification,2016
2016-11-15,Bolivia,1,0,Paraguay,False,FIFA World Cup qualification,2016
2016-11-15,Chile,3,1,Uruguay,False,FIFA World Cup qualification,2016
2016-11-15,China PR,0,0,Qatar,False,FIFA World Cup qualification,2016
2016-11-15,Costa Rica,4,0,United States,False,FIFA World Cup qualification,2016
2016-11-15,Ecuador,3,0,Venezuela,False,FIFA World Cup qualification,2016
2016-11-15,Honduras,3,1,Trinidad and Tobago,False,FIFA World Cup qualification,2016
2016-11-15,Japan,2,1,Saudi Arabia,False,FIFA World Cup qualification,2016
2016-11-15,South Korea,2,1,Uzbekistan,False,FIFA World Cup qualification,2016
2016-11-15,New Caledonia,0,0,New Zealand,False,FIFA World Cup qualification,2016
2016-11-15,Panama,0,0,Mexico,False,FIFA World Cup qualification,2016
2016-11-15,Peru,0,2,Brazil,False,FIFA World Cup qualification,2016
2016-11-15,Syria,0,0,Iran,True,FIFA World Cup qualification,2016
2016-11-15,Thailand,2,2,Australia,False,FIFA World Cup qualification,2016
2016-11-15,United Arab Emirates,2,0,Iraq,False,FIFA World Cup qualification,2016
2017-03-23,Argentina,1,0,Chile,False,FIFA World Cup qualification,2017
2017-03-23,China PR,1,0,South Korea,False,FIFA World Cup qualification,2017
2017-03-23,Colombia,1,0,Bolivia,False,FIFA World Cup qualification,2017
2017-03-23,Iraq,1,1,Australia,True,FIFA World Cup qualification,2017
2017-03-23,Papua New Guinea,1,3,Tahiti,False,FIFA World Cup qualification,2017
2017-03-23,Paraguay,2,1,Ecuador,False,FIFA World Cup qualification,2017
2017-03-23,Qatar,0,1,Iran,False,FIFA World Cup qualification,2017
2017-03-23,Syria,1,0,Uzbekistan,True,FIFA World Cup qualification,2017
2017-03-23,Thailand,0,3,Saudi Arabia,False,FIFA World Cup qualification,2017
2017-03-23,United Arab Emirates,0,2,Japan,False,FIFA World Cup qualification,2017
2017-03-23,Uruguay,1,4,Brazil,False,FIFA World Cup qualification,2017
2017-03-23,Venezuela,2,2,Peru,False,FIFA World Cup qualification,2017
2017-03-24,Austria,2,0,Moldova,False,FIFA World Cup qualification,2017
2017-03-24,Croatia,1,0,Ukraine,False,FIFA World Cup qualification,2017
2017-03-24,Georgia,1,3,Serbia,False,FIFA World Cup qualification,2017
2017-03-24,Republic of Ireland,0,0,Wales,False,FIFA World Cup qualification,2017
2017-03-24,Italy,2,0,Albania,False,FIFA World Cup qualification,2017
2017-03-24,Kosovo,1,2,Iceland,True,FIFA World Cup qualification,2017
2017-03-24,Liechtenstein,0,3,North Macedonia,False,FIFA World Cup qualification,2017
2017-03-24,Mexico,2,0,Costa Rica,False,FIFA World Cup qualification,2017
2017-03-24,Spain,4,1,Israel,False,FIFA World Cup qualification,2017
2017-03-24,Trinidad and Tobago,1,0,Panama,False,FIFA World Cup qualification,2017
2017-03-24,Turkey,2,0,Finland,False,FIFA World Cup qualification,2017
2017-03-24,United States,6,0,Honduras,False,FIFA World Cup qualification,2017
2017-03-25,Andorra,0,0,Faroe Islands,False,FIFA World Cup qualification,2017
2017-03-25,Belgium,1,1,Greece,False,FIFA World Cup qualification,2017
2017-03-25,Bosnia and Herzegovina,5,0,Gibraltar,False,FIFA World Cup qualification,2017
2017-03-25,Bulgaria,2,0,Netherlands,False,FIFA World Cup qualification,2017
2017-03-25,Cyprus,0,0,Estonia,False,FIFA World Cup qualification,2017
2017-03-25,Fiji,0,2,New Zealand,False,FIFA World Cup qualification,2017
2017-03-25,Luxembourg,1,3,France,False,FIFA World Cup qualification,2017
2017-03-25,Portugal,3,0,Hungary,False,FIFA World Cup qualification,2017
2017-03-25,Sweden,4,0,Belarus,False,FIFA World Cup qualification,2017
2017-03-25,Switzerland,1,0,Latvia,False,FIFA World Cup qualification,2017
2017-03-26,Armenia,2,0,Kazakhstan,False,FIFA World Cup qualification,2017
2017-03-26,Azerbaijan,1,4,Germany,False,FIFA World Cup qualification,2017
2017-03-26,England,2,0,Lithuania,False,FIFA World Cup qualification,2017
2017-03-26,Malta,1,3,Slovakia,False,FIFA World Cup qualification,2017
2017-03-26,Montenegro,1,2,Poland,False,FIFA World Cup qualification,2017
2017-03-26,Northern Ireland,2,0,Norway,False,FIFA World Cup qualification,2017
2017-03-26,Romania,0,0,Denmark,False,FIFA World Cup qualification,2017
2017-03-26,San Marino,0,6,Czech Republic,False,FIFA World Cup qualification,2017
2017-03-26,Scotland,1,0,Slovenia,False,FIFA World Cup qualification,2017
2017-03-28,Australia,2,0,United Arab Emirates,False,FIFA World Cup qualification,2017
2017-03-28,Bolivia,2,0,Argentina,False,FIFA World Cup qualification,2017
2017-03-28,Brazil,3,0,Paraguay,False,FIFA World Cup qualification,2017
2017-03-28,Chile,3,1,Venezuela,False,FIFA World Cup qualification,2017
2017-03-28,Ecuador,0,2,Colombia,False,FIFA World Cup qualification,2017
2017-03-28,Honduras,1,1,Costa Rica,False,FIFA World Cup qualification,2017
2017-03-28,Iran,1,0,China PR,False,FIFA World Cup qualification,2017
2017-03-28,Japan,4,0,Thailand,False,FIFA World Cup qualification,2017
2017-03-28,South Korea,1,0,Syria,False,FIFA World Cup qualification,2017
2017-03-28,New Zealand,2,0,Fiji,False,FIFA World Cup qualification,2017
2017-03-28,Panama,1,1,United States,False,FIFA World Cup qualification,2017
2017-03-28,Peru,2,1,Uruguay,False,FIFA World Cup qualification,2017
2017-03-28,Saudi Arabia,1,0,Iraq,False,FIFA World Cup qualification,2017
2017-03-28,Trinidad and Tobago,0,1,Mexico,False,FIFA World Cup qualification,2017
2017-03-28,Uzbekistan,1,0,Qatar,False,FIFA World Cup qualification,2017
2017-03-28,Tahiti,1,2,Papua New Guinea,False,FIFA World Cup qualification,2017
2017-06-07,Fiji,2,2,New Caledonia,False,FIFA World Cup qualification,2017
2017-06-08,Australia,3,2,Saudi Arabia,False,FIFA World Cup qualification,2017
2017-06-08,Costa Rica,0,0,Panama,False,FIFA World Cup qualification,2017
2017-06-08,Mexico,3,0,Honduras,False,FIFA World Cup qualification,2017
2017-06-08,United States,2,0,Trinidad and Tobago,False,FIFA World Cup qualification,2017
2017-06-09,Andorra,1,0,Hungary,False,FIFA World Cup qualification,2017
2017-06-09,Belarus,2,1,Bulgaria,False,FIFA World Cup qualification,2017
2017-06-09,Bosnia and Herzegovina,0,0,Greece,False,FIFA World Cup qualification,2017
2017-06-09,Estonia,0,2,Belgium,False,FIFA World Cup qualification,2017
2017-06-09,Faroe Islands,0,2,Switzerland,False,FIFA World Cup qualification,2017
2017-06-09,Gibraltar,1,2,Cyprus,True,FIFA World Cup qualification,2017
2017-06-09,Latvia,0,3,Portugal,False,FIFA World Cup qualification,2017
2017-06-09,Netherlands,5,0,Luxembourg,False,FIFA World Cup qualification,2017
2017-06-09,Solomon Islands,3,2,Papua New Guinea,False,FIFA World Cup qualification,2017
2017-06-09,Sweden,2,1,France,False,FIFA World Cup qualification,2017
2017-06-10,Azerbaijan,0,1,Northern Ireland,False,FIFA World Cup qualification,2017
2017-06-10,Germany,7,0,San Marino,False,FIFA World Cup qualification,2017
2017-06-10,Kazakhstan,1,3,Denmark,False,FIFA World Cup qualification,2017
2017-06-10,Lithuania,1,2,Slovakia,False,FIFA World Cup qualification,2017
2017-06-10,Montenegro,4,1,Armenia,False,FIFA World Cup qualification,2017
2017-06-10,Norway,1,1,Czech Republic,False,FIFA World Cup qualification,2017
2017-06-10,Poland,3,1,Romania,False,FIFA World Cup qualification,2017
2017-06-10,Scotland,2,2,England,False,FIFA World Cup qualification,2017
2017-06-10,Slovenia,2,0,Malta,False,FIFA World Cup qualification,2017
2017-06-11,Finland,1,2,Ukraine,False,FIFA World Cup qualification,2017
2017-06-11,Iceland,1,0,Croatia,False,FIFA World Cup qualification,2017
2017-06-11,Republic of Ireland,1,1,Austria,False,FIFA World Cup qualification,2017
2017-06-11,Israel,0,3,Albania,False,FIFA World Cup qualification,2017
2017-06-11,Italy,5,0,Liechtenstein,False,FIFA World Cup qualification,2017
2017-06-11,Kosovo,1,4,Turkey,True,FIFA World Cup qualification,2017
2017-06-11,North Macedonia,1,2,Spain,False,FIFA World Cup qualification,2017
2017-06-11,Mexico,1,1,United States,False,FIFA World Cup qualification,2017
2017-06-11,Moldova,2,2,Georgia,False,FIFA World Cup qualification,2017
2017-06-11,New Caledonia,2,1,Fiji,False,FIFA World Cup qualification,2017
2017-06-11,Serbia,1,1,Wales,False,FIFA World Cup qualification,2017
2017-06-12,Iran,2,0,Uzbekistan,False,FIFA World Cup qualification,2017
2017-06-13,Costa Rica,2,1,Trinidad and Tobago,False,FIFA World Cup qualification,2017
2017-06-13,Iraq,1,1,Japan,True,FIFA World Cup qualification,2017
2017-06-13,Panama,2,2,Honduras,False,FIFA World Cup qualification,2017
2017-06-13,Papua New Guinea,1,2,Solomon Islands,False,FIFA World Cup qualification,2017
2017-06-13,Qatar,3,2,South Korea,False,FIFA World Cup qualification,2017
2017-06-13,Syria,2,2,China PR,True,FIFA World Cup qualification,2017
2017-06-13,Thailand,1,1,United Arab Emirates,False,FIFA World Cup qualification,2017
2017-08-29,United Arab Emirates,2,1,Saudi Arabia,False,FIFA World Cup qualification,2017
2017-08-31,Belgium,9,0,Gibraltar,False,FIFA World Cup qualification,2017
2017-08-31,Brazil,2,0,Ecuador,False,FIFA World Cup qualification,2017
2017-08-31,Bulgaria,3,2,Sweden,False,FIFA World Cup qualification,2017
2017-08-31,Chile,0,3,Paraguay,False,FIFA World Cup qualification,2017
2017-08-31,China PR,1,0,Uzbekistan,False,FIFA World Cup qualification,2017
